ClientID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,engagement_score,TermDepositSubscribed,ResponsePropensity
CIF001516,75,management,single,secondary,no,2152.32,no,no,unknown,27,oct,41,2,16,1,unknown,0.9192,1,0.0447
CIF001517,47,student,divorced,secondary,no,1392.53,yes,no,unknown,24,jul,1487,7,-1,4,unknown,0.115,1,0.0734
CIF001518,21,blue-collar,married,tertiary,no,1199.11,yes,no,cellular,23,dec,276,7,14,2,failure,0.6292,1,0.9338
CIF001519,48,admin.,divorced,secondary,no,1157.03,yes,no,cellular,5,mar,180,4,-1,5,success,0.1031,0,0.1479
CIF001520,46,retired,married,primary,no,1821.32,yes,no,unknown,3,jun,1012,3,-1,3,unknown,0.1461,1,0.9793
CIF001521,71,student,married,tertiary,no,4043.88,yes,no,cellular,14,aug,214,2,-1,0,unknown,0.0205,1,0.8282
CIF001522,62,retired,single,tertiary,no,5633.21,yes,no,cellular,11,feb,1175,2,15,4,unknown,0.3634,1,0.1207
CIF001523,29,entrepreneur,divorced,secondary,no,1493.25,yes,no,cellular,22,jun,979,7,-1,0,success,0.6396,1,0.1025
CIF001524,27,entrepreneur,divorced,primary,no,3945.95,yes,no,unknown,22,nov,1168,2,17,1,other,0.5215,0,0.9773
CIF001525,55,admin.,married,unknown,yes,-605.3,no,no,cellular,12,sep,884,4,-1,5,failure,0.6745,1,0.2548
CIF001526,20,entrepreneur,married,secondary,no,3797.87,no,no,cellular,5,sep,1401,4,-1,5,success,0.675,1,0.5387
CIF001527,37,retired,single,tertiary,no,-785.97,no,no,telephone,10,feb,1160,5,-1,0,unknown,0.1402,0,0.2362
CIF001528,26,admin.,single,primary,no,4771.98,no,no,telephone,16,feb,747,6,-1,2,unknown,0.0573,1,0.6007
CIF001529,19,entrepreneur,married,secondary,no,8131.92,no,no,unknown,8,jun,27,4,24,0,success,0.6254,0,0.84
CIF001530,74,blue-collar,single,tertiary,no,1133.75,no,no,cellular,10,apr,492,6,-1,1,failure,0.6532,1,0.6569
CIF001531,23,entrepreneur,married,primary,no,-2000.0,yes,no,cellular,8,jan,236,4,-1,5,unknown,0.5567,0,0.0466
CIF001532,18,retired,divorced,secondary,no,-144.22,no,no,telephone,2,jul,28,4,-1,1,unknown,0.2458,0,0.5952
CIF001533,75,student,married,tertiary,no,5195.63,yes,no,telephone,19,oct,491,2,-1,3,other,0.8108,1,0.661
CIF001534,29,entrepreneur,single,unknown,no,3159.23,no,no,telephone,30,sep,371,2,-1,4,success,0.0757,0,0.2009
CIF001535,68,retired,single,secondary,no,2246.74,yes,no,cellular,29,feb,138,4,20,5,other,0.6323,1,0.7621
CIF001536,19,retired,married,primary,no,4526.01,no,no,telephone,28,oct,562,1,-1,2,failure,0.1204,1,0.6269
CIF001537,27,student,single,primary,yes,2953.36,yes,no,unknown,20,may,911,3,-1,4,other,0.6544,1,0.0095
CIF001538,24,retired,married,tertiary,no,5153.18,yes,no,unknown,23,feb,320,4,-1,2,other,0.4177,0,0.9506
CIF001539,61,management,single,tertiary,no,4258.27,yes,no,unknown,2,jun,491,4,-1,0,failure,0.7181,1,0.4456
CIF001540,56,retired,single,tertiary,no,6065.1,no,no,cellular,7,mar,36,6,-1,1,unknown,0.0522,1,0.2324
CIF001541,47,blue-collar,married,secondary,no,2576.39,yes,no,unknown,22,sep,90,7,-1,4,other,0.5551,1,0.0862
CIF001542,32,retired,married,primary,yes,4215.78,yes,no,unknown,30,sep,283,6,-1,4,failure,0.1449,1,0.3744
CIF001543,23,retired,married,primary,no,578.62,no,no,telephone,28,sep,815,1,6,3,failure,0.6824,0,0.3078
CIF001544,53,management,divorced,primary,no,-304.38,yes,yes,cellular,19,feb,1198,3,26,4,other,0.12,0,0.298
CIF001545,32,admin.,married,secondary,no,6620.3,yes,no,telephone,4,may,1419,6,26,4,failure,0.0736,1,0.7932
CIF001546,54,management,divorced,secondary,no,2148.61,no,no,unknown,29,jun,1133,5,12,2,other,0.7131,1,0.6459
CIF001547,60,retired,single,primary,no,3914.64,yes,no,telephone,10,dec,1110,4,-1,1,unknown,0.0635,1,0.1331
CIF001548,70,blue-collar,divorced,tertiary,no,1871.22,yes,no,cellular,2,jul,1684,4,5,5,failure,0.2245,1,0.7081
CIF001549,48,retired,divorced,secondary,no,-259.55,no,yes,cellular,24,aug,460,3,-1,5,failure,0.8247,1,0.7235
CIF001550,18,student,married,unknown,no,1532.95,no,no,telephone,6,may,1436,5,-1,0,failure,0.8097,1,0.5143
CIF001551,35,management,single,secondary,no,5807.98,yes,no,unknown,10,apr,1686,2,-1,4,unknown,0.8541,1,0.9958
CIF001552,70,student,divorced,primary,no,3165.72,yes,no,telephone,21,oct,1021,4,-1,0,other,0.3261,1,0.2835
CIF001553,51,student,married,tertiary,no,-2000.0,no,no,unknown,29,nov,1512,2,26,5,success,0.528,0,0.0585
CIF001554,56,entrepreneur,single,tertiary,no,854.27,yes,no,unknown,28,jan,247,5,16,3,success,0.7733,1,0.0288
CIF001555,46,student,single,unknown,no,6846.88,yes,no,unknown,5,jul,1581,7,-1,4,success,0.137,1,0.3205
CIF001556,28,student,married,tertiary,no,858.61,yes,no,telephone,6,oct,1015,4,-1,4,success,0.7244,0,0.4979
CIF001557,73,admin.,divorced,secondary,no,-2000.0,no,no,unknown,25,feb,398,3,-1,3,success,0.0975,0,0.0782
CIF001558,65,student,married,tertiary,no,7179.15,yes,no,cellular,10,aug,110,7,-1,1,success,0.9133,1,0.5658
CIF001559,79,admin.,divorced,unknown,no,3547.18,no,no,cellular,3,jun,1295,5,10,4,success,0.6373,1,0.9009
CIF001560,71,entrepreneur,married,tertiary,no,1289.96,yes,no,unknown,18,jul,775,3,29,3,other,0.4933,1,0.7969
CIF001561,36,student,single,unknown,no,385.75,yes,no,unknown,20,aug,558,1,-1,3,unknown,0.4847,1,0.6725
CIF001562,33,retired,single,unknown,no,4747.06,yes,no,cellular,30,nov,702,1,-1,1,success,0.1814,1,0.6617
CIF001563,33,blue-collar,divorced,unknown,no,-125.95,no,no,telephone,15,feb,1783,2,-1,0,unknown,0.3459,1,0.7303
CIF001564,74,management,divorced,tertiary,no,4944.77,yes,no,cellular,24,mar,770,2,-1,3,unknown,0.7271,1,0.4942
CIF001565,52,blue-collar,divorced,secondary,no,3126.59,no,no,cellular,17,may,141,6,-1,2,other,0.5409,0,0.4018
CIF001566,46,blue-collar,divorced,unknown,no,2234.05,no,yes,telephone,28,oct,503,4,-1,3,failure,0.5293,1,0.3067
CIF001567,78,student,divorced,unknown,no,1936.54,yes,no,telephone,15,aug,261,7,-1,2,success,0.1952,1,0.0996
CIF001568,55,admin.,married,secondary,no,975.1,yes,no,unknown,21,mar,1234,4,-1,5,success,0.6904,1,0.5622
CIF001569,74,student,divorced,primary,no,4636.92,no,no,unknown,29,jan,1440,7,-1,4,unknown,0.392,1,0.4725
CIF001570,79,entrepreneur,single,unknown,no,-1096.03,yes,no,unknown,27,dec,1513,4,4,2,failure,0.1828,0,0.1189
CIF001571,22,admin.,single,primary,no,-2000.0,yes,no,cellular,13,feb,1139,3,-1,4,unknown,0.9438,1,0.2683
CIF001572,40,retired,married,unknown,no,3343.32,no,no,unknown,16,jan,1383,6,17,3,failure,0.5068,1,0.7872
CIF001573,63,admin.,divorced,primary,no,3393.71,yes,no,telephone,18,may,751,4,-1,3,unknown,0.528,1,0.2556
CIF001574,68,blue-collar,married,unknown,no,2940.72,yes,yes,cellular,4,jul,1129,2,-1,3,success,0.9814,1,0.4257
CIF001575,27,blue-collar,single,tertiary,no,2723.19,yes,yes,telephone,8,apr,192,4,-1,5,unknown,0.3664,0,0.1613
CIF001576,37,retired,married,secondary,no,538.38,yes,no,cellular,22,mar,969,5,2,1,failure,0.943,1,0.1698
CIF001577,51,entrepreneur,single,primary,no,3862.45,no,no,telephone,3,feb,1003,3,-1,2,failure,0.6949,1,0.7563
CIF001578,67,management,single,unknown,no,1363.33,yes,no,unknown,19,may,55,5,-1,1,other,0.6331,1,0.0667
CIF001579,25,admin.,single,primary,no,38.66,yes,yes,unknown,15,dec,986,7,-1,3,other,0.2344,0,0.285
CIF001580,55,retired,single,primary,no,564.33,no,no,cellular,15,feb,1301,3,28,5,failure,0.0518,0,0.9808
CIF001581,36,retired,divorced,unknown,no,7561.92,no,no,cellular,26,jul,661,3,-1,3,failure,0.4378,1,0.4759
CIF001582,31,blue-collar,divorced,tertiary,yes,-2000.0,yes,no,telephone,9,mar,980,3,-1,1,success,0.0102,1,0.6062
CIF001583,49,student,single,primary,no,2999.36,yes,no,cellular,24,sep,514,6,15,5,success,0.071,1,0.6408
CIF001584,43,entrepreneur,divorced,secondary,no,-2000.0,yes,no,unknown,24,jan,487,2,-1,4,success,0.5953,1,0.1961
CIF001585,57,retired,divorced,tertiary,no,1175.3,yes,no,cellular,30,mar,233,7,-1,2,unknown,0.7245,1,0.3693
CIF001586,37,blue-collar,married,tertiary,no,199.12,no,no,cellular,25,jan,590,3,11,0,unknown,0.1679,1,0.4007
CIF001587,69,student,single,secondary,no,-2000.0,no,no,cellular,16,aug,1445,6,-1,2,success,0.7325,1,0.2307
CIF001588,22,blue-collar,divorced,secondary,no,2667.11,yes,no,telephone,11,sep,1684,6,-1,4,failure,0.9497,1,0.234
CIF001589,71,management,single,primary,no,359.89,yes,no,unknown,24,mar,1144,6,-1,3,other,0.7432,1,0.6079
CIF001590,19,admin.,married,primary,no,-2000.0,yes,no,unknown,28,jun,1123,7,-1,1,unknown,0.7847,0,0.1085
CIF001591,63,admin.,single,unknown,no,4018.7,no,no,unknown,9,apr,1104,2,21,0,unknown,0.7007,1,0.1291
CIF001592,39,admin.,single,primary,no,5805.02,no,no,telephone,12,jan,856,5,-1,5,other,0.2247,1,0.5733
CIF001593,41,student,divorced,unknown,no,5970.37,no,no,cellular,15,jan,761,1,-1,2,other,0.3609,1,0.4493
CIF001594,19,blue-collar,single,primary,no,2576.87,yes,no,unknown,4,dec,1117,3,-1,4,success,0.9493,1,0.6119
CIF001595,61,student,married,unknown,no,1638.17,yes,no,unknown,10,aug,1411,1,-1,2,unknown,0.6612,1,0.027
CIF001596,28,management,married,secondary,no,5484.47,no,no,telephone,5,aug,744,5,-1,0,unknown,0.789,1,0.7049
CIF001597,58,admin.,married,unknown,no,6547.15,no,no,unknown,24,apr,1018,5,-1,2,other,0.9687,1,0.8499
CIF001598,62,entrepreneur,married,unknown,no,4900.71,yes,no,cellular,15,apr,846,6,18,4,failure,0.2314,1,0.5241
CIF001599,70,entrepreneur,divorced,secondary,no,-1324.61,yes,no,telephone,19,oct,513,2,-1,2,failure,0.3217,1,0.8408
CIF001600,61,blue-collar,married,tertiary,no,2104.03,yes,yes,unknown,3,jun,522,3,9,3,other,0.6448,1,0.3997
CIF001601,36,management,single,secondary,no,2818.55,yes,no,telephone,18,feb,141,5,-1,2,unknown,0.0244,0,0.0789
CIF001602,63,student,married,unknown,no,-2000.0,no,no,unknown,22,jun,791,6,-1,2,failure,0.5712,0,0.3775
CIF001603,69,student,single,unknown,no,2908.08,yes,no,unknown,21,jul,1282,7,1,1,success,0.8087,1,0.4464
CIF001604,37,management,divorced,unknown,no,8318.98,yes,no,unknown,24,jul,1234,1,10,1,other,0.6104,1,0.8655
CIF001605,25,student,single,tertiary,no,3419.81,no,yes,cellular,4,jul,1774,3,-1,1,failure,0.2954,0,0.3347
CIF001606,73,student,married,secondary,no,5920.24,no,no,telephone,17,nov,71,1,-1,4,unknown,0.7241,1,0.3151
CIF001607,27,admin.,divorced,primary,no,2048.74,yes,no,telephone,15,mar,1369,6,12,2,unknown,0.146,1,0.888
CIF001608,54,management,single,tertiary,no,1280.35,no,no,telephone,27,aug,1431,1,-1,4,unknown,0.8948,1,0.251
CIF001609,32,retired,married,primary,no,2643.81,no,no,unknown,21,nov,785,6,-1,1,failure,0.1009,1,0.6424
CIF001610,25,admin.,divorced,tertiary,no,-947.48,yes,no,cellular,29,dec,509,2,-1,1,success,0.8635,1,0.3266
CIF001611,66,management,divorced,unknown,no,-1391.33,no,no,cellular,1,dec,642,1,-1,5,failure,0.4978,0,0.9515
CIF001612,26,student,single,primary,no,5298.91,no,no,cellular,14,sep,1228,7,-1,5,unknown,0.4286,1,0.1896
CIF001613,59,blue-collar,married,unknown,no,5617.03,no,yes,unknown,22,feb,1551,4,-1,2,success,0.5007,1,0.7239
CIF001614,60,student,single,tertiary,no,-1473.32,no,no,unknown,3,dec,1156,3,21,1,other,0.2002,1,0.5501
CIF001615,21,student,single,primary,no,4404.0,yes,no,cellular,20,jan,925,5,-1,4,unknown,0.4577,0,0.9787
CIF001616,28,management,divorced,tertiary,no,1239.12,no,no,unknown,7,jul,1174,2,-1,0,success,0.8497,1,0.9941
CIF001617,67,management,divorced,primary,no,2519.43,no,no,cellular,3,jun,127,5,28,2,success,0.801,1,0.7937
CIF001618,49,management,married,tertiary,no,2880.66,yes,no,telephone,20,sep,1094,4,-1,3,success,0.163,1,0.1035
CIF001619,25,entrepreneur,single,tertiary,no,4483.05,yes,no,cellular,13,oct,75,2,-1,4,unknown,0.6734,0,0.469
CIF001620,79,entrepreneur,married,tertiary,no,1748.15,yes,yes,unknown,13,sep,1726,3,-1,0,success,0.8568,1,0.8545
CIF001621,34,management,single,secondary,no,5730.49,no,no,unknown,10,mar,1600,1,-1,0,success,0.8198,1,0.6385
CIF001622,18,entrepreneur,single,primary,no,2428.24,no,no,telephone,21,oct,915,3,-1,1,success,0.4256,1,0.879
CIF001623,75,retired,single,secondary,no,3372.55,yes,no,unknown,19,oct,673,5,26,0,other,0.0481,1,0.7994
CIF001624,19,retired,single,unknown,no,-999.79,no,no,unknown,21,jan,1318,1,9,3,success,0.9312,1,0.313
CIF001625,52,entrepreneur,single,unknown,no,7975.98,no,no,cellular,24,aug,1147,1,-1,5,other,0.3959,1,0.1951
CIF001626,79,management,divorced,primary,yes,2909.47,no,no,telephone,19,feb,1269,5,-1,1,success,0.361,1,0.3226
CIF001627,53,blue-collar,single,secondary,no,3638.99,yes,no,cellular,3,jul,928,3,18,2,failure,0.7595,1,0.6959
CIF001628,54,blue-collar,married,unknown,no,-2000.0,no,no,unknown,5,mar,425,1,-1,1,other,0.264,1,0.4811
CIF001629,42,entrepreneur,divorced,secondary,no,-968.11,no,no,telephone,30,may,131,6,15,0,success,0.8347,0,0.0438
CIF001630,25,admin.,single,primary,no,5213.65,no,no,unknown,9,apr,509,6,-1,4,success,0.0761,1,0.7425
CIF001631,53,student,divorced,unknown,no,2360.67,no,no,telephone,13,nov,952,1,2,1,success,0.7407,1,0.0447
CIF001632,73,admin.,divorced,secondary,no,-2000.0,yes,no,telephone,12,nov,763,2,11,3,failure,0.9658,1,0.4093
CIF001633,23,blue-collar,married,tertiary,yes,4614.87,yes,yes,cellular,30,oct,911,3,-1,4,success,0.9958,1,0.4623
CIF001634,72,blue-collar,divorced,secondary,no,-131.35,yes,no,unknown,25,sep,499,6,-1,5,failure,0.9238,1,0.503
CIF001635,43,blue-collar,divorced,tertiary,no,5733.95,no,no,cellular,15,may,1688,1,14,1,unknown,0.8708,1,0.1391
CIF001636,51,entrepreneur,married,secondary,no,1236.49,no,yes,telephone,21,feb,660,6,-1,3,failure,0.2789,1,0.7478
CIF001637,28,retired,married,tertiary,no,2114.12,no,no,telephone,17,jul,1523,3,-1,5,other,0.9666,1,0.8494
CIF001638,56,student,married,secondary,no,5036.86,yes,no,unknown,20,jun,703,1,-1,2,failure,0.9279,1,0.6979
CIF001639,29,blue-collar,divorced,tertiary,no,-1192.48,yes,no,telephone,29,apr,798,7,-1,0,success,0.5344,0,0.9511
CIF001640,34,blue-collar,divorced,primary,no,-1478.54,yes,yes,cellular,21,mar,1086,1,-1,1,failure,0.4021,1,0.2575
CIF001641,62,entrepreneur,married,primary,no,910.5,yes,no,cellular,4,feb,473,1,-1,4,failure,0.1093,0,0.1607
CIF001642,21,blue-collar,single,tertiary,no,3981.52,no,no,cellular,16,oct,395,7,-1,4,failure,0.5906,0,0.0673
CIF001643,45,retired,married,primary,no,-2000.0,no,no,telephone,25,apr,682,4,19,1,other,0.7005,1,0.7215
CIF001644,54,blue-collar,married,unknown,no,-2000.0,no,no,unknown,2,dec,1447,4,-1,1,unknown,0.404,1,0.1621
CIF001645,26,entrepreneur,married,unknown,no,3971.16,yes,no,unknown,11,sep,260,5,-1,1,success,0.406,0,0.9382
CIF001646,36,management,married,secondary,no,-308.93,yes,yes,unknown,7,feb,787,5,-1,1,other,0.5733,1,0.5984
CIF001647,39,entrepreneur,divorced,secondary,no,323.32,yes,no,unknown,22,jan,1209,5,19,4,unknown,0.0278,1,0.8041
CIF001648,59,management,divorced,tertiary,no,-2000.0,no,no,unknown,5,may,1271,1,-1,5,other,0.9579,1,0.4347
CIF001649,78,retired,married,primary,no,-536.94,yes,no,unknown,19,jan,781,4,13,0,success,0.2899,0,0.7348
CIF001650,69,management,single,unknown,no,1477.3,yes,yes,cellular,2,dec,146,2,-1,4,failure,0.1409,0,0.4437
CIF001651,29,entrepreneur,married,primary,no,4291.13,no,no,cellular,28,nov,28,6,-1,4,unknown,0.0055,0,0.5388
CIF001652,19,student,single,secondary,no,-813.69,yes,no,cellular,10,aug,845,4,24,3,other,0.8569,0,0.7736
CIF001653,21,student,divorced,primary,no,6472.13,yes,no,cellular,13,apr,1458,1,18,5,unknown,0.8632,1,0.2382
CIF001654,54,student,divorced,unknown,no,-553.67,yes,no,telephone,24,nov,50,7,-1,0,other,0.0953,0,0.8845
CIF001655,27,admin.,divorced,primary,yes,-549.28,yes,no,telephone,12,aug,1597,2,-1,4,success,0.1522,0,0.7163
CIF001656,32,student,married,secondary,no,6112.07,no,no,unknown,4,may,1216,2,-1,0,other,0.4479,1,0.7465
CIF001657,70,student,married,unknown,no,2134.38,yes,no,telephone,28,nov,14,7,-1,5,failure,0.1857,0,0.2382
CIF001658,72,retired,married,secondary,no,-156.07,no,no,unknown,4,mar,618,6,19,2,unknown,0.7358,1,0.0901
CIF001659,70,retired,married,primary,no,1034.6,no,no,telephone,15,jul,396,7,12,0,success,0.058,1,0.0729
CIF001660,33,entrepreneur,single,primary,no,5559.22,yes,no,unknown,4,sep,1708,5,-1,4,failure,0.5497,1,0.647
CIF001661,56,retired,single,tertiary,no,5898.61,yes,no,unknown,21,nov,998,7,-1,4,success,0.3828,1,0.15
CIF001662,55,management,divorced,primary,yes,-950.38,no,no,telephone,9,feb,583,1,-1,2,failure,0.4649,0,0.9992
CIF001663,29,retired,married,secondary,no,1372.7,no,no,unknown,28,apr,500,5,-1,1,failure,0.4248,0,0.961
CIF001664,52,entrepreneur,married,tertiary,no,1770.47,no,no,unknown,7,nov,1014,3,3,0,success,0.1532,1,0.0292
CIF001665,50,retired,divorced,secondary,no,-1458.72,no,no,cellular,21,jun,9,3,-1,5,success,0.2203,0,0.7251
CIF001666,42,retired,divorced,unknown,no,1332.94,yes,no,cellular,1,oct,463,2,-1,1,success,0.0648,1,0.2608
CIF001667,64,student,single,tertiary,no,1515.97,no,no,cellular,4,oct,297,2,-1,5,success,0.1153,1,0.3409
CIF001668,60,blue-collar,married,primary,no,4920.63,no,yes,unknown,9,apr,1116,4,27,3,success,0.9779,1,0.2403
CIF001669,51,student,single,unknown,no,5122.28,yes,no,telephone,27,apr,1204,7,-1,4,failure,0.2798,1,0.8305
CIF001670,62,blue-collar,married,unknown,no,512.37,yes,no,telephone,30,jun,840,5,-1,4,other,0.307,1,0.8938
CIF001671,65,student,single,primary,no,858.14,yes,no,cellular,19,jan,252,3,-1,5,unknown,0.1271,1,0.0404
CIF001672,53,admin.,divorced,secondary,no,3492.88,yes,no,telephone,11,oct,667,4,-1,0,other,0.7552,1,0.27
CIF001673,34,blue-collar,married,secondary,yes,-255.57,yes,no,telephone,10,feb,1517,4,-1,5,other,0.9241,1,0.4487
CIF001674,65,management,married,secondary,no,3265.92,yes,yes,telephone,7,dec,366,2,-1,0,success,0.7898,1,0.5218
CIF001675,62,management,divorced,secondary,no,1236.28,no,no,cellular,11,oct,294,4,-1,5,unknown,0.6126,1,0.0876
CIF001676,78,retired,married,unknown,yes,-1408.2,no,no,unknown,15,may,200,5,-1,1,other,0.8132,1,0.83
CIF001677,27,entrepreneur,divorced,tertiary,no,-1370.51,no,no,telephone,21,jan,1470,2,16,5,success,0.4042,0,0.934
CIF001678,43,admin.,divorced,unknown,no,5841.18,yes,no,cellular,7,oct,215,5,-1,0,other,0.8595,1,0.4029
CIF001679,75,management,single,secondary,no,1030.74,no,no,cellular,2,jun,1046,5,-1,2,unknown,0.7985,1,0.8572
CIF001680,49,management,single,tertiary,no,6421.06,yes,no,cellular,17,mar,1798,4,-1,3,failure,0.0017,1,0.6764
CIF001681,76,management,single,primary,no,-40.91,yes,yes,cellular,8,jun,1155,3,14,5,failure,0.4878,0,0.5917
CIF001682,18,entrepreneur,single,secondary,no,2373.62,no,no,unknown,13,nov,742,4,4,0,other,0.2646,1,0.8191
CIF001683,20,student,divorced,tertiary,no,8678.03,yes,no,unknown,22,sep,372,6,14,0,failure,0.0862,0,0.473
CIF001684,67,retired,divorced,primary,no,-1672.16,yes,no,unknown,27,sep,3,2,-1,3,unknown,0.8462,0,0.5477
CIF001685,40,blue-collar,married,unknown,no,-2000.0,no,no,cellular,17,jul,280,5,-1,0,success,0.0079,1,0.2747
CIF001686,50,admin.,married,secondary,no,5359.77,no,yes,telephone,28,feb,1715,5,-1,4,unknown,0.7302,1,0.7122
CIF001687,44,blue-collar,single,primary,no,-980.43,yes,no,cellular,9,dec,258,3,-1,0,failure,0.9882,1,0.1591
CIF001688,43,admin.,single,unknown,no,1437.88,no,no,cellular,22,sep,35,3,-1,5,other,0.482,0,0.2432
CIF001689,76,retired,divorced,primary,no,-257.75,no,no,telephone,30,jul,1468,7,-1,3,failure,0.3712,0,0.4799
CIF001690,23,management,married,secondary,no,2304.49,yes,no,telephone,7,sep,753,3,-1,5,failure,0.6058,1,0.3853
CIF001691,65,entrepreneur,single,primary,no,-1351.61,no,no,unknown,23,may,642,5,-1,0,unknown,0.8047,1,0.2396
CIF001692,73,management,married,tertiary,no,960.18,no,no,cellular,15,sep,1291,2,-1,1,failure,0.2403,0,0.1919
CIF001693,58,retired,single,unknown,no,2849.45,yes,no,unknown,27,dec,941,7,-1,2,other,0.2507,1,0.8609
CIF001694,42,retired,divorced,primary,no,-1524.93,no,no,cellular,10,may,1646,5,6,0,other,0.6072,1,0.5909
CIF001695,27,entrepreneur,married,secondary,yes,-600.25,yes,no,cellular,29,jan,841,6,-1,0,other,0.9399,1,0.3774
CIF001696,60,management,married,secondary,no,457.85,yes,yes,cellular,24,sep,1283,5,11,1,failure,0.2984,1,0.8458
CIF001697,47,management,single,tertiary,no,-2000.0,no,no,cellular,22,nov,1581,3,-1,4,unknown,0.3768,1,0.8252
CIF001698,27,student,divorced,secondary,no,232.32,no,yes,telephone,1,oct,834,3,15,4,unknown,0.9933,1,0.1109
CIF001699,40,retired,single,tertiary,no,1856.39,no,yes,cellular,3,dec,511,5,10,0,unknown,0.1762,1,0.5673
CIF001700,77,blue-collar,divorced,tertiary,no,301.35,yes,yes,cellular,20,may,1753,7,-1,0,unknown,0.077,1,0.3056
CIF001701,34,student,married,primary,no,685.87,yes,no,telephone,15,dec,408,1,27,3,success,0.5898,1,0.5408
CIF001702,29,entrepreneur,divorced,tertiary,no,1440.29,no,no,cellular,10,mar,70,6,-1,2,success,0.0243,0,0.718
CIF001703,60,retired,married,tertiary,yes,-467.23,yes,no,unknown,26,aug,1040,6,-1,4,success,0.1804,0,0.0085
CIF001704,30,student,married,unknown,no,3573.19,yes,no,cellular,15,nov,1776,1,9,1,unknown,0.6222,1,0.5136
CIF001705,75,retired,single,tertiary,no,5807.93,no,no,unknown,14,nov,155,1,-1,2,success,0.6595,1,0.2917
CIF001706,71,admin.,married,unknown,no,106.86,yes,no,telephone,10,aug,1528,5,-1,1,unknown,0.5104,1,0.534
CIF001707,78,blue-collar,divorced,secondary,no,2955.59,yes,no,unknown,30,jul,1494,6,-1,1,success,0.3837,1,0.1098
CIF001708,74,retired,divorced,tertiary,no,781.15,no,no,cellular,11,jun,1672,3,-1,4,other,0.5762,0,0.8176
CIF001709,33,admin.,single,unknown,no,2596.46,no,yes,cellular,8,nov,758,5,-1,2,failure,0.6434,1,0.5437
CIF001710,31,admin.,single,primary,no,6197.34,yes,no,cellular,21,nov,458,7,-1,3,failure,0.8035,1,0.2111
CIF001711,39,blue-collar,divorced,tertiary,no,3025.98,yes,yes,cellular,2,mar,921,3,-1,0,failure,0.7928,1,0.7697
CIF001712,47,entrepreneur,divorced,unknown,no,-2000.0,no,no,telephone,18,feb,256,2,-1,3,success,0.6648,1,0.0378
CIF001713,72,admin.,single,tertiary,no,2861.99,yes,no,telephone,17,oct,1517,7,-1,2,success,0.8942,1,0.5928
CIF001714,63,admin.,divorced,unknown,no,5198.59,no,no,unknown,8,oct,1193,2,-1,5,unknown,0.838,1,0.5018
CIF001715,57,entrepreneur,married,secondary,no,835.21,no,no,unknown,24,feb,869,4,-1,2,failure,0.1332,1,0.0396
CIF001716,72,management,married,unknown,no,4486.9,no,no,unknown,2,jun,928,4,-1,0,success,0.9567,1,0.2497
CIF001717,58,management,married,tertiary,no,-570.35,yes,no,telephone,30,jul,1281,4,-1,4,success,0.8917,1,0.0771
CIF001718,41,retired,married,secondary,no,-2000.0,no,yes,telephone,26,jan,941,2,8,0,success,0.3209,0,0.7324
CIF001719,43,student,married,primary,no,1923.51,yes,no,unknown,6,aug,1511,5,21,5,success,0.0202,1,0.7058
CIF001720,50,admin.,single,primary,no,-2000.0,no,no,unknown,15,dec,1664,5,-1,2,failure,0.604,1,0.0893
CIF001721,23,retired,divorced,secondary,no,780.69,no,no,telephone,6,mar,1709,2,-1,4,success,0.4384,0,0.1092
CIF001722,63,admin.,single,unknown,no,5360.53,yes,no,unknown,19,oct,1116,4,10,3,failure,0.7496,1,0.8803
CIF001723,58,entrepreneur,single,secondary,no,-2000.0,no,no,cellular,11,jan,1336,1,18,2,failure,0.5246,0,0.2008
CIF001724,63,entrepreneur,married,secondary,no,-2000.0,yes,no,unknown,15,mar,559,2,-1,3,failure,0.0765,0,0.3037
CIF001725,51,retired,married,secondary,no,-1596.1,yes,no,unknown,29,jul,68,7,-1,1,failure,0.2447,0,0.6843
CIF001726,66,blue-collar,single,secondary,no,1310.04,yes,no,telephone,19,dec,720,4,-1,0,unknown,0.8825,1,0.0607
CIF001727,76,student,married,unknown,yes,402.85,no,no,telephone,27,nov,1569,5,-1,4,unknown,0.0377,0,0.9477
CIF001728,53,entrepreneur,divorced,secondary,no,5697.41,yes,no,cellular,19,dec,240,7,21,5,unknown,0.7367,1,0.023
CIF001729,45,retired,single,secondary,no,4363.04,yes,no,telephone,15,dec,982,5,-1,5,failure,0.2919,1,0.8491
CIF001730,24,student,single,tertiary,no,2985.82,no,no,cellular,1,oct,346,6,-1,1,failure,0.4526,0,0.3609
CIF001731,66,management,married,tertiary,no,1936.89,no,no,unknown,3,may,772,5,-1,2,unknown,0.531,1,0.15
CIF001732,74,admin.,married,secondary,no,2679.69,no,no,cellular,16,feb,258,4,13,2,unknown,0.2501,1,0.3775
CIF001733,61,retired,married,primary,no,-1085.95,yes,yes,cellular,16,oct,1322,5,-1,4,success,0.652,1,0.9728
CIF001734,71,entrepreneur,divorced,tertiary,no,4071.63,no,no,telephone,16,mar,1458,3,12,3,unknown,0.6934,1,0.529
CIF001735,71,entrepreneur,single,tertiary,no,-1836.13,no,yes,unknown,26,jul,1365,7,-1,4,other,0.0851,1,0.0593
CIF001736,67,entrepreneur,divorced,tertiary,yes,4006.13,yes,no,unknown,3,oct,1268,2,-1,5,unknown,0.3739,1,0.9415
